time,Tinlet,Flowrate,Heat_flux,Tmax,Tmax_prev
44,24.112455,77.695129,67.82911423,67.67208,67.165122
45,24.110674,77.651139,68.2268083,68.147952,67.67208
46,24.10518,77.936491,67.82911423,68.641674,68.147952
47,24.096877,77.450973,68.2268083,69.118076,68.641674
48,24.107021,77.480882,68.2268083,69.593974,69.118076
49,24.104469,77.475761,68.46937461,70.064242,69.593974
50,24.091316,77.348796,68.08561693,70.510102,70.064242
51,24.112312,77.431422,68.05855312,70.983,70.510102
52,24.102108,77.270009,68.46937461,71.438383,70.983
53,24.11743,77.933116,67.84441016,71.887384,71.438383
54,24.116533,77.660682,68.48472492,72.341009,71.887384
55,24.110142,77.57887,68.48472492,72.782132,72.341009
56,24.113849,77.099403,68.24210423,73.210877,72.782132
57,24.112419,77.489377,67.84441016,73.650743,73.210877
58,24.112096,77.761928,68.48472492,74.069971,73.650743
59,24.119997,77.306784,68.08561693,74.506114,74.069971
60,24.109392,77.796259,68.3268237,74.91447,74.506114
61,24.117715,77.840481,68.48472492,75.304925,74.91447
62,24.113449,77.209378,68.24210423,75.701972,75.304925
63,24.105739,77.365437,68.24210423,76.118505,75.701972
64,24.112513,77.362062,68.08561693,76.513727,76.118505
65,24.127168,77.840016,68.24210423,76.914804,76.513727
66,24.105099,77.706533,68.48472492,77.285884,76.914804
67,24.095629,77.789975,68.48472492,77.651506,77.285884
68,24.108451,77.372303,68.08561693,78.020172,77.651506
69,24.106591,77.116278,68.48472492,77.669068,78.020172
70,24.097594,213.74153,68.48472492,74.636997,77.669068
71,24.097211,264.504112,68.08561693,72.849482,74.636997
72,24.099863,272.424037,68.46937461,71.860285,72.849482
73,24.09681,273.474208,67.98207349,71.172749,71.860285
74,24.095319,273.722786,68.16236846,70.6711,71.172749
75,24.085474,273.753392,68.48472492,70.235853,70.6711
